architecture,name,description,category,link,tipo_arquitectura,services
tVjrkpjWG5o,Pason Systems: Petabyte Scale Drilling Datamart on AWS LIVE,"End to end ecosystem for managing oil and drilling data.
    Simple interface to access their drilling sensor data.
    Contractors and Operators use JDBC/ODBC drivers to connect to Presto.
    Apache Presto is running on EMR. Provides unified view into different data sources.
    EMR FS is used to store sensor data.
    Many microservices run on the EC2. One of those is the ETL service (shown in graph).","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=tVjrkpjWG5o,Edge,"['EMR', 'ThirdParty', 'EC2', 'S3', 'UserConsumerAPI', 'RDS']"
jzKCg9Z5_8Q,Blackboard Anthology: Building and Governing an AWS Environment with 120 Accounts,"The graph is not usable!
    The company sells educational tools to govt agencies.
    The idea is that they deploy a few AWS services to the user's account.
    AWS SSO is used with Octa for identity management. Octa is an AWS partner.
    IAM for role based access. AWS SSO too is now part of IAM.
    AWSConfig is used to manage configuration.
    CloudTrail for centralised log management. Logs are centralised (not per user)",control,https://www.youtube.com/watch?v=jzKCg9Z5_8Q,,"['IAM', 'CloudTrail', 'Organizations', 'ControlTower', 'AWSConfig', 'ServiceCatalog']"
1xLjtJnfZes,MATTR: Building Digital Trust at Scale,"Digital trust and verifiable data. Care about DDoS attack, but in their use case, there can be a peak load when the system initially starts, so it needs to ensure initial peak load is not flagged as DDoS (through ShieldAdvanced polices etc.); after the initial peak load, it then scale down the Auto Scaling Group.",interactive,https://www.youtube.com/watch?v=1xLjtJnfZes,,"['UserCompanyDataStream', 'ThirdParty', 'WAF', 'ELB', 'ShieldAdvanced', 'UserConsumerAPI', 'EKS', 'AutoScaling']"
W96L6ICcF3s,Samsung Electronics: Samsung Developer Portal Using Serverless Container Services,"Samsung Developer Portal: for developer signup, community, news, blog, and support
    Chosen AWS because Fargate is the easiest container management tool
    Challenge of using Fargate: cannot see EC2 instances

    Samsung Developer Portal has over 15 microservices. When using ECS, each microservice is mapped to read the ECS tasks
    Benefit for migrating to AWS Fargate: no need to manage scaling, health checking & mount EC2 instances
    Cost saving (by moving from ECS to Fargate): 44.5%

    Future plan: open a new site, implement site reliability engineering",interactive,https://www.youtube.com/watch?v=W96L6ICcF3s,,"['ThirdParty', 'ECR', 'Route53', 'ELB', 'ECS']"
wE3TmHxyRdA,Innovapost: Scaling to 5M Package Deliveries with Serverless,largest express courier company of Canada. 5 million packages every day. managing load on imp days. challenges? legacy - reliability and scalability. need reliability. the system works on events. different lambdas for diff processes.each lambda reacts differently. modular.why s3? weighing and redimensioning - need that data. image is captured.rds is the single source of truth. might use step functions in the future. scalability on the rds front.,control,https://www.youtube.com/watch?v=wE3TmHxyRdA,,"['Lambda', 'ApiGateway', 'S3', 'SQS', 'RDS']"
66fPHLmvikk,ContentWise: How we Use Amazon SageMaker in Production Italian,"This video talks about the company's experience with using SageMaker.
    They use a custom image that is uploaded to ECR and fetched by SageMaker.
    The company data scientist uses SageMaker Jupyter Notebooks to interact with the data/model.
    The SageMaker is hosted on VPC.",control,https://www.youtube.com/watch?v=66fPHLmvikk,,"['Lambda', 'SageMaker', 'ECR', 'S3', 'EC2', 'UserCompanyAnalyst']"
0gNMEyei-co,Infor: Ingest and Analyze Millions of Application Events Daily for Compliance Violations,"Infor: business cloud software provider
    Infor Governance, Risk and Compliance: address risk and compliance for customers
    Customers have hundreds of apps which generate data
    There are scheduled glue jobs that do ETL transformation on the data and put back into S3
    Scale: For each customer, it can be millions of records; there are hundreds of customers",data_ingestion,https://www.youtube.com/watch?v=0gNMEyei-co,,"['Fargate', 'UserCompanyDataStream', 'ThirdParty', 'S3', 'SQS', 'EventBridge', 'Kinesis', 'EMR', 'Aurora']"
m8CBJEyHKIM,Dream11: Building a Cost Effective Compute Model for Scaling Microservices,"Sports gaming platform. 70M users, 4M daily active users, 2.7M at peak.
Reply on AutoScaling policies to create compute instances (denoted as ""ASG"", i.e. Auto Scaling Group) both spot and on-demand.
Separate storage and compute. All states are stored in S3 (not not shown in graph!).
The video skips many details.
Future work: use containers and Kubernetes.
It is interesting that the architecture not just uses the service-provide policies to create compute instances, but also uses a Lambda to customize the workload estimation for provision.",compute_intensive,https://www.youtube.com/watch?v=m8CBJEyHKIM,,"['Lambda', 'EC2', 'NLB', 'UserConsumerMobile', 'CloudWatch', 'AutoScaling']"
Kebb0LOVC28,Openfit: ChatOps with Slack and AWS Lambda,"Workout, Nutrition and Wellness platform. Code pipeline for CI/CD. ECR to store artifacts. Slack notification at every step. The video just describes how they are making use of Slack notifications to make approval process easy. chat ops model",control,https://www.youtube.com/watch?v=Kebb0LOVC28,,"['CodeBuild', 'Lambda', 'ApiGateway', 'CodePipeline', 'SNS', 'ThirdParty', 'ECR', 'UserCompanyDeveloper']"
c2TGPlvAHLs,NuData Security: Identity Validation with Amazon SageMaker,"NuData: behaviour biometrics company that focuses on passive authentication
    Lambda (which is good for global scale) can be replaced with other compute resources, like EC2
    If the compute resource is Lambda, data like Cloud Watch Logs are exported into RedShift; if it's EC2, it would be through Kinesis Firehose
    RedShift is where data scientist do analytics on data
    Machine learning part is wrapped in a CloudFormation template for different models
    SageMaker stores multiple versions of model","compute_intensive,interactive",https://www.youtube.com/watch?v=c2TGPlvAHLs,,"['Lambda', 'ApiGateway', 'SageMaker', 'S3', 'StepFunctions', 'RedShift']"
WYK-smWKywA,SGX: Building & Securing a One Stop App for Retail Investors on AWS,seamless scaling to deal with the request load,interactive,https://www.youtube.com/watch?v=WYK-smWKywA,Edge,"['Lambda', 'ApiGateway', 'LambdaAtEdge', 'ThirdParty', 'EC2', 'WAF', 'S3', 'ElastiCache', 'ELB', 'UserConsumerMobile', 'CloudFront']"
twsGnp2X-aQ,Zillow: Building Speech Analytics Using AWS AI Services,Use Transcribe to remove PI informationElastic Search for scalability,"data_ingestion,interactive",https://www.youtube.com/watch?v=twsGnp2X-aQ,,"['Comprehend', 'UserCompanyDataStream', 'OpenSearch', 'S3', 'StepFunctions', 'UserCompanyAnalyst', 'Transcribe']"
fSV0u48sEVg,Social Quantum: Using Serverless in Gaming,"60000 requests per min. Fargate for scaling and availability. cost reduction. Eliminated service maintenance, less people to look after the backend.",interactive,https://www.youtube.com/watch?v=fSV0u48sEVg,,"['Lambda', 'Fargate', 'ALB', 'CloudWatch', 'UserConsumerMobile', 'RDS', 'ElastiCache']"
sSa4ikC8-Jc,HMH: Lightweight PCI Compliance Infrastructure on AWS,"Learning company. This video focuses on security w/ PCI Compliance.
    Payment processing uses iframe.
    By offloading payment processing from application to iframe, it only requires PCI complicance for iframe instead of complicated applications.
    Use SNS to monitor data changes in S3 -> why not S3 object lock? -> yes, is considering, but when this arch is designed, there is no object lock.
    Extensibility! The company wants to have more products developed (as in thirdparty_1); having decoupled design makes sure new learning products don't need to worry about PCI compliance.","interactive,control",https://www.youtube.com/watch?v=sSa4ikC8-Jc,Edge,"['UserConsumerWeb', 'SNS', 'ThirdParty', 'S3', 'WAF', 'AWSConfig', 'CloudFront']"
AS2JeM2FUzE,Intellect Design Arena: Insurance Risk Assessment with Intellect FABRIC Data Services,"Purpose of system: User can match, aggregate, triangulate the data from different sources and forms
    The Kubernetes cluster is receiving one to two million messages upon each crawling.
    Has multiple services: crawling, deduplication and more.
    Elastic Cache is using Redis
    Moved from MongoDB on EC2 to MongoDB Atlas: overhead: needed to maintain snapshots, backups, regularatory compliance. Operation team was busy. MongoDB Atlas alleviates that. VPC required for regulatory.
    RDS is using Postgres
    Future Plan: Move from Kubernetes to EKS (completely serverless); move from Jupyter on EC2 to Sage Maker; move from MongoDB to Document DB","data_ingestion,interactive",https://www.youtube.com/watch?v=AS2JeM2FUzE,,"['AmazonMQ', 'VPCPeering', 'UserConsumerWeb', 'UserCompanyDataStream', 'EC2', 'ELB', 'MongoDBAtlas', 'RDS', 'ElastiCache']"
r2xfxJ-sXMY,Haptik: Data Lake for Conversational AI,"40-50M messages a month and stored 3B conversational messages in datastores. Elastic search because HA. Use of glue to create structure around data. Future plans - Log stash to Firehose, push the data to ML pipelines to make bots faster.",data_ingestion,https://www.youtube.com/watch?v=r2xfxJ-sXMY,,"['Lambda', 'Athena', 'ThirdParty', 'EC2', 'OpenSearch', 'S3', 'UserConsumerWebMobile', 'Kinesis', 'Glue']"
BgT_bDAejSQ,GoDaddy: Empowering Agility with ZeroTrust Environment Best Practices,"security is really imp for customers. eks rotation. rebuilt every 24 hours to apply patches etc. most of this architecture is for 
    vulnerability scanning.",control,https://www.youtube.com/watch?v=BgT_bDAejSQ,,['EKS']
0JxJpNjI9Y0,The Washington Post: Building a Content Management Platform with Speed at its Core,"rendering and content management system. caching very important. first CDN, then origin proxy, then S3. if not in S3, then dynamic rendering uysing lambda. second ECS to gain access to content.CMS manages stories, images, sports APIs etc.what to store in s3 vs elasticache? prerendering in s3. mostly decision by developers.dynamodb: for newsroom users -> pagebuilder admin. web template in dynamodb. also, deployment using lambda uses dynamodb.gives high availability. multiple use cases of lambda.",interactive,https://www.youtube.com/watch?v=0JxJpNjI9Y0,,"['Lambda', 'DynamoDB', 'ThirdParty', 'S3', 'ECS', 'UserConsumerAPI', 'ElastiCache']"
k7h0jpLcWdE,Carano Software Solutions: Accelerate Adoption of Microservices with Serverless,Time to market was there main driver for moving to cloud. Cloud helps them ship faster.,interactive,https://www.youtube.com/watch?v=k7h0jpLcWdE,,"['Lambda', 'DynamoDB', 'ApiGateway', 'UserConsumerWeb', 'SNS', 'S3', 'SQS', 'ECS']"
aQFztbu0BG0,Discover Financial Services: Enabling a PCI Compliant Data Science Platform,use two accounts (PCI and PROD) to segregate data; PCI account only handles security and data processing; PROD account runs analytics and machine learning. PCI compliance is only required for PCI account,data_ingestion,https://www.youtube.com/watch?v=aQFztbu0BG0,,"['PrivateLink', 'SNS', 'ThirdParty', 'EC2', 'S3', 'TransferFamily']"
l3f29v3IJGA,Arvind Internet: Building a Multichannel Multitenant Platform with Kubernetes on AWS,"B2B SaaS. 6k offline stores.
    Multi-data-stores: transactional data is stored in MySQL, non-transactional data is stored in Cassandra (but the graph only shows RDS).
    At peak season, the load can scale by 5x. Use vertical and horizontal scaling; for containers, use horizontal power scaling and EC2 scaling. 3-5M active sessions.

    WAF helps avoid bots and DDOS attacks
    API Gateway also used for throttling of traffice between microservices
    Transactional data (large inventory of brands and commerce) stored in MySQL; nontransactional data (eg. clickthrough) stored in Cassandra; several terabytes overall
    Code managed on bit bucket and fabricator, packaged and processed using jenkins
    Horizontal power scaling, ec2 scaling for containers
    3-5 million active sessions at any given point of time during peak season
    Planning to build data lake",interactive,https://www.youtube.com/watch?v=l3f29v3IJGA,,"['ApiGateway', 'ALB', 'EC2', 'ECR', 'WAF', 'RDS', 'ElastiCache']"
IP03SkGbP-U,Astana International Exchange: Running a Stock Exchange in the Cloud,"Deployed in 2 regions for high availability (crucial for stock market). Failover process takes 30 sec and 2-3 min with business approvals; upon failover, rounte53 send all traffic to the second region. This video describes how they achieved HA rather than explaining the request flow. Not replicating anything in Dynamo as they use global tables (already present across multiple regions). EC2 replication using lifecycle manager. RDS Replication using replica service. ECS replication using ECR by maintaining same image versions in another region.",interactive,https://www.youtube.com/watch?v=IP03SkGbP-U,,"['DynamoDB', 'UserConsumerWeb', 'ALB', 'ECR', 'EC2', 'Route53', 'ECS', 'RDS']"
HwHVFWdczVw,MailUp Group: Marketing Campaign Planning and Management Italian,"MailUp Clients can plan and send marketing campaignes to their clients (instant messaging apps). 
    MailUp clients are shown as UserConsumerWeb in the graph.
    Target clients are shows as UserConsumerMobile in the graph.
    The above is based on vocabulary used in the video -- they are not explicit about it.
    App logic is implemented on an ECS cluster, eg user authentication, managing bots, url shortening, webhook.
    Webhook events are stored in DynamoDB.
    RDS uses MySQL.
    High availability and resilience of the app: data - RDS, cluster - config to ensure atleast one EC2 in each availability zone.
    ElastiCache uses Redis Cache.",interactive,https://www.youtube.com/watch?v=HwHVFWdczVw,Edge,"['DynamoDB', 'ALB', 'S3', 'ElastiCache', 'SQS', 'ECS', 'UserConsumerWebMobile', 'RDS', 'CloudFront']"
